מחוז,רשות מקומית ,שם האתר,כתובת,שנת תחילת טיפול,שנת       סיום      טיפול ,זיהום   גז קרקע  ,זיהום קרקע,דרגת זיהום לפני שיקום,סוג סקר,מקור הזיהום ,סוג מזהם מתכות ,סוג מזהם דלקים,סוג מזהם ממסים (לרבות מוכלרים),סוג מזהם שמנים,סוג מזהם חומרי נפץ,סוג מזהם חומרי הדברה,מיגון מבנים         
"ת""א",תל-אביב,לוינסקי 62,לוינסקי 62,2012,2012,יש זיהום ,לא נבדק ואין זיהום,כבד,סקר גז קרקע,אחר,לא,לא,לא,לא,לא,לא,מיגון על פי חובה בתשריט
"ת""א",תל-אביב,לוינסקי 9,לוינסקי 9,2013,2013,יש זיהום ,לא נבדק ואין זיהום,בינוני,סקר גז קרקע,אחר,לא,לא,לא,לא,לא,לא,מיגון על פי חובה בתשריט
"ת""א",תל-אביב,מלון אלקונין לילנבלום 9,לילינבלום 9 ,2010,2010,נבדק ואין זיהום,נבדק ואין זיהום,אין זיהום,סקר קרקע,אחר,לא,לא,לא,לא,לא,לא,מיגון על פי חובה בתשריט
"ת""א",תל-אביב,ת.ד. למד,רחוב 2040  25,2009,2014,לא נבדק ויש פוטנציאל ,נבדק ואין זיהום,אין זיהום,סקר קרקע,תחנות דלק,לא,לא,לא,לא,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",תל-אביב,מתחם תנובה ,דרך בגין 144,2011,2014,יש זיהום ,היה זיהום בעבר ששוקם,קל,סקר קרקע,תעשיה,לא,כן,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,תא 4041- בית אגש רביד,מוזס 13,2014,2014,יש זיהום ,לא נבדק ואין זיהום,קל,סקר גז קרקע,אחר,לא,לא,לא,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,תוצרת הארץ 14 גן פפה,תוצרת הארץ 14,2010,2013,נבדק ואין זיהום,לא נבדק ואין זיהום,אין זיהום,סקר גז קרקע,אחר,לא,לא,לא,לא,לא,לא,מיגון על פי חובה בתשריט
"ת""א",תל-אביב,"תע""ש ערבי נחל",ערבי נחל פינת יגאל אלון,1996,2013,יש זיהום ,היה זיהום בעבר ששוקם,כבד,סקר קרקע,תעשיה,כן,לא,כן,לא,כן, לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,"בי""ח אסותא ישן",ז'בוטינסקי 62,2011,2013,לא נבדק ויש פוטנציאל ,לא נבדק ויש פוטנציאל,אין זיהום,פוטנציאל זיהום,אחר,לא,לא,לא,לא,לא,לא,מיגון על פי חובה בתשריט
"ת""א",תל-אביב,בן גמליאל 5,,2012,2014,יש זיהום ,לא נבדק ואין זיהום,בינוני,סקר גז קרקע,אחר,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,בן עטר 12,בן עטר 12,2014,2014,יש זיהום ,נבדק ואין זיהום,כבד,סקר קרקע,תעשיה,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",קרית אונו,בניין מרכזיית בזק - שלמה המלך 6,שלמה המלך 6,2012,2013,לא נבדק ואין זיהום,נבדק ואין זיהום,אין זיהום ,סקר קרקע,אחר,לא,לא,לא,לא,לא,לא,אין צורך במיגון
"ת""א",קרית אונו,גן ילדים,עבר הירדן,2014,2014,נבדק ואין זיהום,לא נבדק ויש פוטנציאל,אין זיהום,סקר גז קרקע,אחר,לא,לא,לא,לא,לא,לא,אין צורך במיגון
"ת""א",תל-אביב,מנחם בגין 156,מנחם בגין 156,2009,2014,לא נבדק ויש פוטנציאל ,היה זיהום בעבר ששוקם,קל,שיקום ,תחנות דלק,לא,כן,כן,לא,לא,לא,מיגון על פי חובה בתשריט
"ת""א",תל-אביב,מנחם בגין 4,מנחם בגין 4,2012,2013,נבדק ואין זיהום,נבדק ואין זיהום,אין זיהום ,סקר קרקע,תעשיה,לא,לא,לא,לא,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",תל-אביב,מסלנט 20,,2013,2014,יש זיהום ,לא נבדק ואין זיהום,בינוני,סקר גז קרקע,אחר,לא,לא,לא,לא,לא,לא,מיגון על פי חובה בתשריט
"ת""א",תל-אביב,מקוה ישראל 17,,2011,2014,יש זיהום ,לא נבדק ואין זיהום,בינוני,סקר גז קרקע,אחר,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,מקווה ישראל פינת לבונטין,,2011,2014,יש זיהום ,לא נבדק ואין זיהום,בינוני,סקר גז קרקע,אחר,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,מרגוזה 15 ,מרגוזה 15 ,2012,2013,נבדק ואין זיהום,לא נבדק ואין זיהום,אין זיהום,סקר גז קרקע,אחר,לא,לא,לא,לא,לא,לא,מיגון על פי חובה בתשריט
"ת""א",תל-אביב,מרכז עזריאלי  דרום הקרייה,מרדכי מקלף,2013,2016,יש זיהום ,היה זיהום בעבר ששוקם,כבד,שיקום ,"צה""ל",לא,כן,כן,כן,לא,לא,
"ת""א",תל-אביב,מתחם סלמה 43,סלמה 43 דרך שלמה43,2011,2011,יש זיהום ,היה זיהום בעבר ששוקם,כבד,שיקום ,מוסך,כן,כן,כן,כן,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,תחנת מעבר פנרמה,דרך בן צבי 96,2004,2004,לא נבדק ויש פוטנציאל,היה זיהום בעבר ששוקם,בינוני,שיקום ,תעשיה,לא,כן,לא,לא,לא,לא,טרם נבדק
"ת""א",רמת-השרון,ת.ד. זעירה דור אלון מגה -,החרושת 19,2009,2012,לא נבדק ויש פוטנציאל ,לא נבדק ויש פוטנציאל,אין זיהום ,פוטנציאל זיהום,,,,,,,,טרם נבדק
"ת""א",גבעתיים,גבעתיים היי - מגדל 4 (גבעתיים סיטי 2),ערבי נחל 9 ,2009,2009,יש זיהום ,לא נבדק ואין זיהום,בינוני ,סקר גז קרקע,,,,כן,,,,מיגון לאחר בדיקה
"ת""א",בת ים,בי 4 - 450,,2012,2013,יש זיהום ,לא נבדק ויש פוטנציאל,בינוני,סקר גז קרקע,,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",בני-ברק,מגדלי ויטה/ בר כוכבא 10,בית חורון 2/4פינת בר כוכבא,2011,2014,נבדק ואין זיהום,לא נבדק ויש פוטנציאל,אין זיהום ,סקר גז קרקע,,לא,לא,לא,לא,לא,לא,טרם נבדק
"ת""א",חולון,בית ספר דביר- התחייה 18,התחייה 18,2015,2016,נבדק ואין זיהום,נבדק ואין זיהום,אין זיהום,סקר גז קרקע,,לא,לא,לא,לא,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",תל-אביב,מתחם קיבוץ גלויות 106,קיבוץ גלויות 108 - 106,2011,2012,נבדק ואין זיהום,היה זיהום בעבר ששוקם,קל,שיקום ,תחנות דלק,לא,כן,לא,כן,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",תל-אביב,מתחם שוק העליה,העלייה 27,2014,2015,נבדק ואין זיהום,נבדק ואין זיהום,אין זיהום,סקר קרקע,אחר,לא,לא,לא,לא,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",תל-אביב,מתחם שרונה,קלמן מגן ,2009,2011,יש זיהום ,נבדק ואין זיהום,כבד,סקר קרקע,מוסך,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,נחלת בינימין 109,נחלת בנימין 109,2013,2013,נבדק ואין זיהום,לא נבדק ואין זיהום,אין זיהום,סקר גז קרקע,אחר,לא,לא,לא,לא,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",תל-אביב,נחלת בינימין 116,,2012,2012,יש זיהום ,לא נבדק ואין זיהום,כבד,סקר גז קרקע,אחר,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,נחלת בנימין 133-135,,2014,2014,יש זיהום ,היה זיהום בעבר ששוקם,בינוני,סקר קרקע,תעשיה,כן,לא,לא,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,נחלת יצחק 20,,2009,2009,יש זיהום ,לא נבדק ואין זיהום,כבד,סקר גז קרקע,תעשיה,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,סטודיו 54,,2012,2012,יש זיהום ,היה זיהום בעבר ששוקם,קל,שיקום ,תעשייה,לא,כן,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,סלמה 54,,2011,2011,יש זיהום ,היה זיהום בעבר ששוקם,קל,שיקום ,תעשיה,לא,כן,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,עמיעד 10,,2012,2013,יש זיהום ,לא נבדק ויש פוטנציאל,קל,סקר גז קרקע,אחר,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,ערבי הנחל,,1997,2000,יש זיהום ,היה זיהום בעבר ששוקם,כבד,שיקום ,תעשיה,כן,כן,כן,כן,לא,לא,טרם נבדק
"ת""א",תל-אביב,פאול אברהם,הרבי מבכרך 16,2009,2016,יש זיהום ,היה זיהום בעבר ששוקם,כבד,שיקום ,תעשיה,כן,כן,כן,כן,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,רחוב אליהו מפרדה 17,,2012,2012,נבדק ואין זיהום,לא נבדק ואין זיהום,אין זיהום,סקר גז קרקע,"צה""ל",לא,לא,לא,לא,לא,לא,אין צורך במיגון
"ת""א",תל-אביב,רחוב אליהו מפרדה 27,,2012,2012,יש זיהום ,אין זיהום,לא נבדק ואין זיהום,סקר גז קרקע,אחר,לא,לא,לא,לא,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",תל-אביב,רחוב לוינסקי 62,רחוב לוינסקי 62,2012,2012,יש זיהום ,לא נבדק ואין זיהום,כבד,סקר גז קרקע,אחר,לא,לא,לא,לא,לא,לא,מיגון על פי חובה בתשריט
"ת""א",תל-אביב,רחוב משמר הירדן,משמר הירדן 89,2012,2014,נבדק ואין זיהום,לא נבדק ואין זיהום,אין זיהום,סקר גז קרקע,אחר,לא,לא,לא,לא,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",תל-אביב,שדרות ירושלים 31,,2013,2013,יש זיהום ,לא נבדק ואין זיהום,כבד,סקר גז קרקע,אחר,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,תעש ערבי נחל,יגאל אלון פינת עליית הנוער,1997,2000,יש זיהום ,היה זיהום בעבר ששוקם,כבד,שיקום ,תעשיה,כן,כן,כן,כן,לא,לא,טרם נבדק
"ת""א",תל-אביב,"שצ""פ- אלעזר בן עזריה 10",בן עזריה 10,2011,2014,יש זיהום ,היה זיהום בעבר ששוקם,בינוני,שיקום ,תעשיה,לא,כן,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",בני-ברק,בב 815 / מגדל צ'מפיון  - ברוך הירש 29 - 23,ברוך הירש 29 - 23,2011,2014,יש זיהום ,לא נבדק ויש פוטנציאל,כבד,סקר גז קרקע,,לא,כן,כן,לא,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",בני-ברק,בב 815 / מגדל צ'מפיון  - ברוך הירש 29 - 23,ברוך הירש 29 - 23,2011,2014,יש זיהום ,לא נבדק ויש פוטנציאל,כבד,סקר גז קרקע,,לא,כן,כן,לא,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",בני-ברק,בב 815 / מגדל צ'מפיון  - ברוך הירש 29 - 23,ברוך הירש 29 - 23,2011,2014,יש זיהום ,לא נבדק ויש פוטנציאל,כבד,סקר גז קרקע,,לא,כן,כן,לא,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",הרצלייה,קצאא,תחנת רכבת הרצליה,2004,2004,יש זיהום ,לא נבדק ויש פוטנציאל,אין זיהום ,שיקום ,תעשיה,לא,כן,לא,לא,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",גבעתיים,סירקין 40,סירקין 40,2012,2012,יש זיהום ,לא נבדק ואין זיהום,כבד,סקר גז קרקע,אחר,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",רמת-השרון,"תע""ש רמה""ש - פארק רחוב הנצח - 40 דונם",רחוב הנצח,2009,2010,יש זיהום ,נבדק ואין זיהום,אין זיהום ,סקר גז קרקע,תעשיה,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,צ'לנוב 5 א,,2015,2015,לא נבדק ואין זיהום,לא נבדק ואין זיהום,אין זיהום,סקר גז קרקע,,לא,לא,לא,לא,לא,לא,מיגון על פי חובה בתשריט
"ת""א",גבעתיים,ריינס 51,ריינס 51,2014,2014,נבדק ואין זיהום,לא נבדק ואין זיהום,אין זיהום ,סקר גז קרקע,,,,,,,,נבדק וניתן פטור ממיגון
"ת""א",גבעתיים,גבעתיים היי - מגדל 2 (גבעתיים סיטי 2),ערבי נחל 9 ,2011,2011,יש זיהום ,לא נבדק ואין זיהום,בינוני ,סקר גז קרקע,תעשיה,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",גבעתיים,גבעתיים היי (גבעתיים סיטי 2),ערבי נחל 9 ,2006,2012,יש זיהום ,לא נבדק ואין זיהום,בינוני ,סקר גז קרקע,תעשיה,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",גבעתיים,גנסין 13,גנסין 13,2011,2011,נבדק ואין זיהום,לא נבדק ואין זיהום,אין זיהום ,סקר גז קרקע,אחר,לא,לא,לא,לא,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",גבעתיים,גנסין 9,גנסין 9,2010,2011,יש זיהום ,לא נבדק ואין זיהום,קל,סקר גז קרקע,אחר,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",גבעתיים,המעורר 10,המעורר 10,2011,2012,נבדק ואין זיהום,לא נבדק ויש פוטנציאל,אין זיהום ,סקר גז קרקע,אחר,לא,לא,לא,לא,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",גבעתיים,המעורר 11,המעורר 11,2012,2012,נבדק ואין זיהום,לא נבדק ויש פוטנציאל,אין זיהום ,סקר היסטורי,אחר,לא,לא,לא,לא,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",גבעתיים,המעין 42,המעיין 42,2011,2011,נבדק ואין זיהום,לא נבדק ואין זיהום,אין זיהום ,סקר היסטורי,אחר,לא,לא,לא,לא,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",גבעתיים,"הפלמ""ח 5","הפלמ""ח 5",2011,2011,נבדק ואין זיהום,היה זיהום בעבר ששוקם,קל,שיקום ,אחר,לא,כן,לא,לא,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",גבעתיים,הצנחנים 30,הצנחנים 30,2012,2012,יש זיהום ,לא נבדק ואין זיהום,כבד,סקר גז קרקע,אחר,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",גבעתיים,וייצמן 29 - 31 ,וייצמן 29 - 31 ,2011,2011,נבדק ואין זיהום,לא נבדק ואין זיהום,אין זיהום ,סקר גז קרקע,אחר,לא,לא,לא,לא,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",גבעתיים,וייצמן 6 א',וייצמן 6 א',2011,2011,נבדק ואין זיהום,לא נבדק ואין זיהום,אין זיהום ,סקר גז קרקע,אחר,לא,לא,לא,לא,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",תל-אביב,דרך מנחם בגין 121 עזריאלי,דרך מנחם בגין 121 עזריאלי,2011,2013,נבדק ואין זיהום,היה זיהום בעבר ששוקם,קל,שיקום ,"צה""ל",לא,כן,כן,כן,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,דרך קיבוץ גלויות 18,דרך קיבוץ גלויות 18,2013,2014,יש זיהום ,לא נבדק ואין זיהום,כבד,סקר גז קרקע,תעשיה,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,האומנים 12,האומנים 12,2007,2011,לא נבדק ויש פוטנציאל ,נבדק ואין זיהום,אין זיהום ,סקר קרקע,אחר,לא,לא,לא,לא,לא,לא,אין צורך במיגון
"ת""א",תל-אביב,הארגז,יגאל אלון 94,2011,2013,יש זיהום ,היה זיהום בעבר ששוקם,בינוני,שיקום ,אחר,לא,לא,לא,לא,לא,לא,מיגון על פי חובה בתשריט
"ת""א",תל-אביב,הברזל 11,הברזל 11,2012,2013,יש זיהום ,היה זיהום בעבר ששוקם,קל,שיקום ,תעשיה,כן,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,הברזל 15,הברזל 15,2010,2010,נבדק ואין זיהום,לא נבדק ואין זיהום,אין זיהום,סקר גז קרקע,אחר,לא,לא,לא,לא,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",תל-אביב,הברזל 22,הברזל 22,2013,2014,נבדק ואין זיהום,לא נבדק ואין זיהום,אין זיהום,סקר גז קרקע,אחר,לא,לא,לא,לא,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",תל-אביב,הברזל 30,הברזל 30,2010,2012,נבדק ואין זיהום,היה זיהום בעבר ששוקם,קל,שיקום ,תעשיה,כן,כן,לא,כן,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",תל-אביב,הברזל 5 א,הברזל 5 א,2009,2012,יש זיהום ,לא נבדק ואין זיהום,קל,סקר גז קרקע,אחר,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,הברזל 9 א,הברזל 9 א ,2012,2012,יש זיהום ,לא נבדק ואין זיהום,כבד,סקר גז קרקע,אחר,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,הגדוד העברי 18,הגודוד העברי 18 ,2013,2014,יש זיהום ,לא נבדק ואין זיהום,קל,סקר גז קרקע,אחר,לא,לא,כן,לא,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",תל-אביב,הנחושת  10,הנחושת 10,2008,2010,יש זיהום ,היה זיהום בעבר ששוקם,קל,שיקום ,תעשיה,כן,לא,לא,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,העליה 60 פינת פלורנטין,העליה 60 פינת פלורנטין,2011,2011,יש זיהום ,לא נבדק ואין זיהום,קל,סקר גז קרקע,אחר,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,הקונגרס 11,הקונגרס 11,2011,2011,נבדק ואין זיהום,לא נבדק ואין זיהום,אין זיהום ,סקר גז קרקע,אחר,לא,לא,לא,לא,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",תל-אביב,הקישון 50,,2011,2012,נבדק ואין זיהום,לא נבדק ואין זיהום,אין זיהום ,סקר גז קרקע,אחר,לא,לא,לא,לא,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",תל-אביב,הקןנגרס 1,הקונגרס 1,2009,2009,נבדק ואין זיהום,לא נבדק ואין זיהום,אין זיהום,סקר גז קרקע,אחר,לא,לא,לא,לא,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",תל-אביב,נחלת בנימין 124,נחלת בנימין 124,2011,2016,נבדק ואין זיהום,לא נבדק ואין זיהום,אין זיהום,סקר גז קרקע,אחר,לא,לא,לא,לא,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",חולון,מוסך עתיד,החופר 22,2009,2009,נבדק ואין זיהום,נבדק ואין זיהום,אין זיהום ,סקר גז קרקע,,,,כן,,,,טרם נבדק
"ת""א",תל-אביב,יהודה הימית 20,יהודה הימית 20,2012,2016,נבדק ואין זיהום,יש זיהום,אין זיהום,סקר גז קרקע,אחר,כן,לא,לא,לא,לא,לא,אין צורך במיגון
"ת""א",תל-אביב,מרכולת 5 ,מרכולת 5,2015,2015,לא נבדק ואין זיהום,לא נבדק ואין זיהום,אין זיהום,סקר היסטורי,,לא,לא,לא,לא,לא,לא,מיגון על פי חובה בתשריט
"ת""א",תל-אביב,קומפורט 3 אילת 48,קומפורט 3 אילת 48,2015,2015,נבדק ואין זיהום,נבדק ואין זיהום,אין זיהום,סקר היסטורי,,לא,לא,לא,לא,לא,לא,אין צורך במיגון
"ת""א",גבעתיים,"קק""ל 45","קק""ל 45",2011,2011,לא נבדק ויש פוטנציאל ,לא נבדק ויש פוטנציאל,אין זיהום,סקר גז קרקע,תעשיה,לא,לא,לא,לא,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",תל-אביב,"אס""פ מדרון יפו",קדם,2005,2006,לא נבדק ואין זיהום,היה זיהום בעבר ששוקם,קל,שיקום ,אתרי אשפה,כן,לא,לא,לא,לא,לא,אין צורך במיגון
"ת""א",תל-אביב,מגדל הצעירים ,דרך מנחם בגין 158,2010,2014,לא נבדק ויש פוטנציאל ,היה זיהום בעבר ששוקם,קל,שיקום ,מוסך,לא,כן,לא,כן,לא,לא,מיגון על פי חובה בתשריט
"ת""א",תל-אביב,מגדל עמק ברכה - 29,עמק ברכה 29,2003,2010,יש זיהום ,נבדק ואין זיהום,בינוני,סקר קרקע,אחר,לא,לא,כן,כן,כן,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,מולדת 5,מולדת 5,2012,2013,נבדק ואין זיהום,לא נבדק ואין זיהום,אין זיהום,סקר גז קרקע,אחר,לא,לא,לא,לא,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",תל-אביב,מטלון 27,מטלון 27,2012,2013,יש זיהום ,לא נבדק ואין זיהום,כבד,סקר גז קרקע,אחר,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,מטלון 8,מטלון 8,2011,2011,יש זיהום ,לא נבדק ואין זיהום,כבד,סקר גז קרקע,אחר,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,נועם 5,נועם 5,2011,2012,יש זיהום ,לא נבדק ואין זיהום,קל,סקר גז קרקע,אחר,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,נחלאות 5,נחלאות 5,2012,2012,נבדק ואין זיהום,לא נבדק ואין זיהום,אין זיהום,סקר גז קרקע,אחר,לא,לא,לא,לא,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",תל-אביב,נחלת בנימין 108,נחלת בנימין 108,2010,2010,נבדק ואין זיהום,נבדק ואין זיהום,אין זיהום,סקר קרקע,אחר,לא,לא,לא,לא,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",תל-אביב,נחלת בנימין 109,נחלת בנימין 109,2013,2013,נבדק ואין זיהום,לא נבדק ואין זיהום,אין זיהום,סקר גז קרקע,אחר,לא,לא,לא,לא,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",תל-אביב,נחלת בנימין 116,נחלת בנימין 116,2012,2012,יש זיהום ,לא נבדק ואין זיהום,כבד,סקר גז קרקע,אחר,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,נחלת בנימין 133-135,נחלת בנימין 133-135,2014,2014,יש זיהום ,היה זיהום בעבר ששוקם,בינוני,סקר קרקע,תעשיה,כן,לא,לא,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,אליהו מפרארה 17,אליהו מפרארה 17,2012,2012,נבדק ואין זיהום,לא נבדק ואין זיהום,אין זיהום,סקר גז קרקע,"צה""ל",לא,לא,לא,לא,לא,לא,אין צורך במיגון
"ת""א",תל-אביב,אליהו מפרארה 22,אליהו מפרארה 22,2012,2012,נבדק ואין זיהום,לא נבדק ואין זיהום,אין זיהום,סקר גז קרקע,"צה""ל",לא,לא,לא,לא,לא,לא,אין צורך במיגון
"ת""א",תל-אביב,אליהו מפרארה 38,אליהו מפרארה 38,2012,2012,לא נבדק ואין זיהום,לא נבדק ואין זיהום,אין זיהום,סקר גז קרקע,"צה""ל",לא,לא,לא,לא,לא,לא,אין צורך במיגון
"ת""א",תל-אביב,ארבר 13/ גרינבוים 23,גרינבוים 23,2013,2013,נבדק ואין זיהום,לא נבדק ויש פוטנציאל,אין זיהום ,סקר גז קרקע,אחר,לא,לא,לא,לא,לא,לא,אין צורך במיגון
"ת""א",גבעתיים,גן הילדים סביון,פועלי הרכבת 24,2011,2011,יש זיהום ,לא נבדק ואין זיהום,בינוני ,סקר גז קרקע,אחר,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",בת ים,מוסך דן,העמל 14 ,2004,2007,נבדק ואין זיהום,לא נבדק ויש פוטנציאל,אין זיהום ,שיקום ,מוסך,לא,לא,לא,כן,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",בת ים,מתחם ניסנבאום,הרב ניסבום יצחק 37,2010,2011,יש זיהום ,לא נבדק ויש פוטנציאל,כבד,סקר גז קרקע,תעשיה,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",בת ים,קסטרו,האורגים 5 ,2003,2005,יש זיהום ,לא נבדק ויש פוטנציאל,כבד,סקר קרקע,תעשיה,כן,לא,לא,לא,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",בת ים,"ת.ד. סד""ש האורגים (פרטי)",האורגים,2007,2011,יש זיהום ,לא נבדק ויש פוטנציאל,כבד,שיקום ,תחנות דלק,לא,כן,לא,לא,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",רמת-השרון,הכפר הירוק - בריכות חימצון - בוצה,"הכפר הירוק, חלק צפון מערבי",2009,2012,לא נבדק ויש פוטנציאל ,היה זיהום בעבר ששוקם,קל,שיקום ,אחר,כן,,,,,,טרם נבדק
"ת""א",בני-ברק,בר כוכבא 12,בר כוכבא 12,2016,2016,נבדק ואין זיהום,לא נבדק ויש פונציאל,אין זיהום,סקר קרקע,,לא,לא,לא,לא,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",בני-ברק,בר כוכבא 12,בר כוכבא 12,2016,2016,נבדק ואין זיהום,לא נבדק ויש פונציאל,אין זיהום,סקר קרקע,,לא,לא,לא,לא,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",גלילי,חירייה,תחנת תדלוק פנימית,2004,2012,נבדק ואין זיהום,לא נבדק ויש פוטנציאל,אין זיהום ,שיקום ,תחנות דלק,לא,כן,לא,לא,לא,לא,טרם נבדק
"ת""א",תל-אביב,"רחוב הל""ה 52","רחוב הל""ה 52",2010,2011,יש זיהום ,לא נבדק ויש פוטנציאל,אין זיהום ,סקר גז קרקע,אחר,לא,לא,לא,לא,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",גבעתיים,המרי 27,המרי 27,2015,2016,נבדק ואין זיהום,נבדק ואין זיהום,אין זיהום,סקר גז קרקע,,לא,לא,לא,לא,לא,לא,אין צורך במיגון
"ת""א",תל-אביב,מזרחי 3,מזרחי 3,2016,20016,לא נבדק ואין זיהום,לא נבדק ואין זיהום,אין זיהום,לא צריך טיפול,,לא,לא,לא,לא,לא,לא,אין צורך במיגון
"ת""א",הרצלייה,גב ים,המדע 1,2007,2012,נבדק ואין זיהום,לא נבדק ויש פוטנציאל,אין זיהום ,סקר גז קרקע,תעשיה,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",רמת-השרון,מתחם החלוץ - רש 1066,החלוץ 42-46,2011,2012,יש זיהום ,לא נבדק ואין זיהום,כבד,סקר גז קרקע,תעשיה,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",בני-ברק,בית חולים מעיני הישועה,בית חולים מעיני הישועה-הרב פוברסקי17,2011,2014,נבדק ואין זיהום,לא נבדק ויש פוטנציאל,אין זיהום ,סקר גז קרקע,,לא,לא,לא,לא,לא,לא,טרם נבדק
